DATAFLOW,LAST UPDATE,freq,itm_newa,indic_ag,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,SI,2018,85.79,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,SI,2019,84.76,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,SI,2020,95.74,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,SK,2011,580.49,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,SK,2012,594.15,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,SK,2013,568.01,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,SK,2014,614.85,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,SK,2015,568.71,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,SK,2016,618.38,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,SK,2017,450.25,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,SK,2018,575.64,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,SK,2019,583.05,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,SK,2020,613.86,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,UK,2011,3721.82,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,UK,2012,3947.35,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,UK,2013,3962.17,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,UK,2014,4265.67,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,UK,2015,3929.88,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,UK,2016,3041.62,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,UK,2017,3524.67,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,UK,2018,3675.30,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,UK,2019,4177.58,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,UK,2020,3229.12,e
